State Name,Year,Poverty Rate,All-Reported Spending per Child (2022 Dollars),State Spending per Child (2022 Dollars),Total All-Reported Spending (2022 Dollars),Total State Pre-K Spending (2022 Dollars),Number of 3-year-olds Enrolled in State Pre-K,Number of 4-year-olds Enrolled in State Pre-K,Percentage of 3-year-olds Enrolled in State Pre-K,Percentage of 4-year-olds Enrolled in State Pre-K,Total State Pre-K Enrollment,Assistant Teacher Degree Benchmark,Continuous Quality Improvement System Benchmark,Curriculum Supports Benchmark,Early Learning & Development Standards Benchmark,Maximum Class Size Benchmark,Meals Benchmark,Monitoring Benchmark,Screening & Referral Benchmark,Staff Professional Development Benchmark,Staff to Child Ratio Benchmark,Teacher Degree Benchmark,Teacher Specialized Training Benchmark,Quality Standards Met,3 Year Old Program,4 Year Old Program
Oregon,2012.0,13.5,11171.861069943763,11171.861069943763,80091072.01042683,80091072.01042683,2440.0,4729.0,0.05042364124819178,0.09735059801963893,7169.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,8,Yes,Yes
Oregon,2013.0,14.0,10817.9636039921,10817.9636039921,77716250.53107925,77716250.53107925,2449.0,4716.0,0.05212190865364151,0.09731135092751171,7184.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,8,Yes,Yes
Oregon,2014.0,14.4,10471.241329537264,10471.241329537264,75487178.74463414,75487178.74463414,2582.0,4627.0,0.05579807235164455,0.09830666921622368,7209.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,9,Yes,Yes
Oregon,2015.0,11.9,10515.174486954893,10515.174486954893,80567266.91904838,80567266.91904838,2988.0,4674.0,0.06448967258757257,0.10029397249104136,7662.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,9,Yes,Yes
Oregon,2016.0,11.8,10900.97084697172,10900.97084697172,85463611.4402583,85463611.4402583,3214.0,4626.0,0.06986045298439333,0.09933220244358076,7840.0,Yes,Yes,No,Yes,Yes,,,Yes,No,Yes,No,Yes,7,Yes,Yes
Oregon,2017.0,10.2,11542.097090683235,11542.097090683235,109142070.08950067,109142070.08950067,3613.5710390297504,5828.762850514835,0.07689430648656745,0.12332352002612633,9456.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Oregon,2018.0,9.7,11309.490325833864,11309.490325833864,107180039.81792752,107180039.81792752,3615.8323388393287,5847.859003457159,0.07583222890900819,0.12313874507174477,9477.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Oregon,2019.0,8.1,11080.164651977258,11080.164651977258,103710341.14250714,103710341.14250714,3593.0,5767.0,0.07526656471919056,0.11971684796147139,9360.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Oregon,2020.0,9.4,11342.636440192364,11342.636440192364,107448794.99794225,107448794.99794225,3586.44118022736,5773.55881977264,0.0760709536382166,0.12062172401071013,9473.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Oregon,2021.0,9.2,17901.94586931417,17901.94586931417,161028003.09448096,161028003.09448096,3293.0,5336.0,0.07225928201527254,0.11286672166169597,8995.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Oregon,2022.0,9.9,13488.819639324609,13488.819639324609,135009595.77,135009595.77,4057.0,5952.0,0.09283115575589776,0.1315562628472913,10009.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2002.0,9.5,,Not reported,,Not reported,0.0,2550.0,0.0,0.016662854902473292,2550.0,No,,,No,No,No,No,No,Yes,No,Yes,No,2,No,Yes
Pennsylvania,2003.0,10.5,Not reported,Not reported,Not reported,Not reported,0.0,2609.0,0.0,0.018191706701437067,2609.0,No,,,No,No,No,No,No,Yes,No,Yes,No,2,No,Yes
Pennsylvania,2004.0,11.4,Not reported,Not reported,Not reported,Not reported,0.0,2381.0,0.0,0.016763709842078953,2381.0,No,No,,No,No,No,,No,Yes,No,Yes,No,2,No,Yes
Pennsylvania,2005.0,11.2,7477.152442697079,7477.152442697079,40982272.53842269,40982272.53842269,1401.0,7197.0,0.009731869963878856,0.0503815190759538,8598.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2006.0,11.3,8038.139202539999,8038.139202539999,62392036.49011547,62392036.49011547,2209.0,8061.0,0.015482631977347276,0.055904627163781626,10995.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2007.0,10.4,8366.97026641161,8366.97026641161,84364161.19622827,84364161.19622827,3255.0,10329.0,0.022401927047487957,0.07178350279030656,13584.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2008.0,11.0,8972.498160039419,8972.498160039419,187345761.58162308,187345761.58162308,8027.0,15910.0,0.0545057004529127,0.10835438899974802,23937.0,NA - Program level only,NA - Program level only,,NA - Program level only,Yes,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,1,Yes,Yes
Pennsylvania,2009.0,11.1,7944.508787573163,7944.508787573163,250323527.3876428,250323527.3876428,6973.0,24100.0,0.04800754571491518,0.16366945561230034,31509.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2010.0,12.2,8227.111779118759,8227.111779118759,263621342.7383024,263621342.7383024,6816.0,24980.0,0.0459398252992559,0.16852075476789605,32043.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2011.0,12.6,6997.436206648056,6997.436206648056,231174299.95903182,231174299.95903182,9112.690346173009,23756.534153827,0.061328162556939,0.1601189889587175,33037.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2012.0,13.9,7186.980890955289,7186.980890955289,206913179.85060278,206913179.85060278,7815.100876157873,20711.58588104252,0.05302363728743579,0.13972789136359204,28790.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2013.0,11.2,7236.353181456255,7236.353181456255,185409841.21527216,185409841.21527216,7442.088688850899,17910.47335753102,0.05176601018927478,0.12125430476969075,25622.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2014.0,12.5,7154.838857445878,7154.838857445878,179915577.90933403,179915577.90933403,7584.93918624169,17025.130698236342,0.05318807894647974,0.11842333459629494,25146.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2015.0,12.3,6845.160860354106,6845.160860354106,178234298.48190022,178234298.48190022,8344.588468202099,17093.402425595297,0.057882207666230354,0.11962295425696878,26038.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2016.0,11.1,8033.321097428507,8033.321097428507,215317105.37437627,215317105.37437627,8994.819044895625,16819.756089346425,0.06274594214906995,0.11640694637968058,26803.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2017.0,11.2,8782.74152996579,8782.74152996579,253232786.53350362,253232786.53350362,9316.222701558749,18844.056326563834,0.06513155827903794,0.13153103175583933,28833.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2018.0,11.8,9209.915995290778,9209.915995290778,281151105.5882416,281151105.5882416,9983.710628273519,19726.155026261007,0.06947993366557302,0.1373601586687534,30527.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2019.0,8.7,7405.421460898524,7405.421460898524,331437042.90397435,331437042.90397435,13725.780091736757,29140.882205854537,0.09561272320026162,0.20196331091881886,44756.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2020.0,10.7,7643.670600932769,7643.670600932769,372621298.12487155,372621298.12487155,15058.866139062386,32046.0651303982,0.10585676725266514,0.22254211896109863,48749.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2021.0,10.8,8497.401465724988,8497.401465724988,344671598.252737,344671598.252737,11396.25354145723,26570.498683290352,0.08160933188291104,0.18609137484620156,40562.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Pennsylvania,2022.0,10.9,7787.397864006731,7787.397864006731,351710037.13,351710037.13,14302.293531626156,28290.096867593064,0.1020615520261047,0.19909423950056346,45164.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
Rhode Island,2002.0,11.0,,0,,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2003.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2004.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2005.0,12.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2006.0,10.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2007.0,9.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2008.0,12.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2009.0,13.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
Rhode Island,2010.0,14.0,12676.323150256796,7716.022787112834,1597216.7169323564,972218.871176217,0.0,126.0,0.0,0.010554531747361368,126.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2011.0,13.4,12299.546854958418,7486.680694322516,1549742.9037247607,943321.767484637,0.0,126.0,0.0,0.010482529118136439,126.0,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,No,Yes
Rhode Island,2012.0,13.6,12181.428985192426,4352.2470825338205,1315594.330400782,470042.6849136526,0.0,108.0,0.0,0.009419152276295133,108.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2013.0,9.3,11820.23118277799,11820.23118277799,1702113.2903200306,1702113.2903200306,0.0,144.0,0.0,0.012406306539157405,144.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2014.0,11.3,12067.480709753121,10303.163546641896,2823790.48608223,2410940.269914204,0.0,234.0,0.0,0.0214168039538715,234.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2015.0,11.8,11721.601698233362,11721.601698233362,3586810.119659409,3586810.119659409,0.0,306.0,0.0,0.028009153318077802,306.0,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2016.0,11.4,12827.450951812158,8118.8479851523225,7619505.865376421,4822595.70318048,0.0,594.0,0.0,0.05389710552581435,594.0,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2017.0,12.2,11880.159262112376,6185.181300462947,11975200.536209276,6234662.750866651,0.0,1008.0,0.0,0.09007237959074256,1008.0,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2018.0,8.9,13161.349953077226,6766.050111504657,14214257.949323405,7307334.12042503,0.0,1080.0,0.0,0.09998148491020181,1080.0,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,9,No,Yes
Rhode Island,2019.0,9.2,13295.3266402084,7531.883824483554,14358952.77142507,8134434.530442239,0.0,1080.0,0.0,0.09935602575896964,1080.0,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2020.0,8.5,11885.464405877206,10849.128527684838,16877359.456345633,15405762.50931247,0.0,1420.0,0.0,0.12757164675231336,1420.0,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2021.0,9.4,10293.193089509828,8438.648238846316,19021820.829414163,15594621.945387991,0.0,1848.0,0.0,0.16445670552638605,1848.0,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
Rhode Island,2022.0,8.4,8786.083333333334,6939.828257191201,20770301,16405754,0.0,2364.0,0.0,0.20950017724211273,2364.0,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,10,No,Yes
South Carolina,2002.0,14.3,,2773.05213043161,,44368834.086905755,350.0,15650.0,0.0067254664591379874,0.2938911945315581,16000.0,No,,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7,Yes,Yes
South Carolina,2003.0,12.7,2678.7424555137923,2378.595586048796,46285990.88882282,41099753.13133715,955.0,16324.0,0.0188440971605596,0.3228447679132963,17279.0,No,,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7,Yes,Yes
South Carolina,2004.0,14.9,2697.292157768386,2363.0289744202946,50064439.74033901,43860180.79421509,740.0,17821.0,0.013390514449088902,0.3319672894584878,18561.0,No,Yes,,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
South Carolina,2005.0,15.0,2630.0009721448955,2293.2244805582636,45633146.867686085,39789737.96216643,480.0,16871.0,0.00842120037193635,0.3038615323655488,17351.0,No,Yes,,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
South Carolina,2006.0,11.2,5093.399088374205,1717.25695878873,102463909.4608239,34546058.23995288,2362.0,17755.0,0.042339613171527415,0.3100985049601788,20117.0,No,Yes,,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
South Carolina,2007.0,14.1,4096.269488587669,2425.7968383909424,88954588.21416982,52678604.1424977,349.0,21367.0,0.0062495523243320675,0.37815021945349003,21716.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2008.0,14.0,3062.4603935324894,2466.2076393117222,69180980.28989893,55711630.57205181,2196.0,20394.0,0.03740737586236266,0.3544009036406291,22590.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2009.0,13.7,4742.217768686252,2271.160006694149,117919987.03615236,56474664.72645672,2456.0,22410.0,0.041480180377983074,0.3813559322033898,24866.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2010.0,16.9,4505.611044799413,2008.085987009847,110671324.09340799,49324616.09892287,1745.0,22818.0,0.029236336829407232,0.3859020108576164,24563.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2011.0,19.0,3954.0709113774997,1809.0577512544521,104854052.42790854,47972593.44776556,2251.0,24267.0,0.03612930148947098,0.4065777569279228,26518.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2012.0,16.7,3791.7807173726624,1609.9949739208487,110420446.2706093,46884663.63554903,2511.0,26610.0,0.04095045500505561,0.4262851833458821,29121.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2013.0,19.3,1655.7288791582516,1655.7288791582516,45494462.41263128,45494462.41263128,2548.0,24929.0,0.042176352771754425,0.4041535618170617,27477.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2014.0,16.5,2246.190378103027,2246.190378103027,61604017.30985361,61604017.30985361,3885.896912455103,23250.928032094263,0.06543676600523883,0.38612541570503295,27426.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2015.0,14.3,2411.6916801932575,2408.0946745609667,73368484.29483928,73259056.18949373,2320.49580529179,28101.504194708214,0.03998786498865742,0.46855363392593935,30422.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
South Carolina,2016.0,14.1,4012.5128974688787,4012.5128974688787,94438503.55482753,94438503.55482753,0.0,23536.0,0.0,0.4004287391326539,23536.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,No,Yes
South Carolina,2017.0,15.6,3944.394088032023,3595.7561772771887,94977065.24572308,86582212.99265742,0.0,24079.0,0.0,0.40578024941017865,24079.0,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,7,No,Yes
South Carolina,2018.0,12.8,3596.09766135341,3301.0369333021386,98961011.54278448,90841235.36754155,190.0,27253.0,0.0032135850077802583,0.4630296646165347,27519.0,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,7,Yes,Yes
South Carolina,2019.0,15.1,3540.11311123254,3258.173722884132,101325117.46969776,93255448.29638962,284.0,28137.0,0.004706584246200759,0.47093577920230306,28622.0,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,7,Yes,Yes
South Carolina,2020.0,13.4,3588.853109784116,3307.196563857918,104101862.15550785,95931850.72782663,257.0,28683.0,0.0043046413078069775,0.46985879500704386,29007.0,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,7,Yes,Yes
South Carolina,2021.0,13.7,5394.73054877936,4995.513645480505,114869997.57515892,106369472.0532164,38.0,21061.0,0.0006448875689435723,0.3478282411230388,21293.0,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,7,Yes,Yes
South Carolina,2022.0,12.9,4155.111449596455,3844.2055309384396,105024597,97166139,235.0,24968.0,0.0040623001261906,0.4261696280744875,25276.0,No,Yes,Yes,Yes,Yes,,,No,Yes,Yes,No,Yes,7,Yes,Yes
South Dakota,2002.0,11.5,,0,,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
South Dakota,2003.0,12.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
South Dakota,2004.0,13.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2005.0,11.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2006.0,10.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2007.0,9.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2008.0,13.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2009.0,14.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2010.0,13.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2011.0,14.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2012.0,12.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2013.0,13.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2014.0,12.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2015.0,13.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2016.0,14.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2017.0,10.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2018.0,10.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2019.0,10.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2020.0,11.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2021.0,8.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
South Dakota,2022.0,9.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Tennessee,2002.0,14.8,,10471.579711668386,,28231378.902657967,842.0,1758.0,0.01136962069757079,0.023132187689149715,2696.0,Yes,,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,Yes,Yes
Tennessee,2003.0,14.0,13357.297132113388,8348.310707570867,43811934.59333191,27382459.120832443,800.0,2400.0,0.010680194913557173,0.032074412637318576,3280.0,Yes,,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,Yes,Yes
Tennessee,2004.0,15.9,5829.152953562192,5829.152953562192,17726454.131782625,17726454.131782625,616.0,2278.0,0.008181588768909964,0.030651650318222798,3041.0,Yes,Yes,,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,8,Yes,Yes
Tennessee,2005.0,14.9,5565.1513385901535,5565.1513385901535,16695454.01577046,16695454.01577046,500.0,2400.0,0.006464374830310161,0.03197655052961162,3000.0,Yes,Yes,,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,9,Yes,Yes
Tennessee,2006.0,14.9,6426.182362719799,6426.182362719799,55380839.60191923,55380839.60191923,414.0,8187.0,0.005461309131203335,0.10615097373129684,8618.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Tennessee,2007.0,14.8,8027.928621876417,6318.20726226819,105944574.02290308,83381381.2401533,753.0,12293.0,0.009580762134995865,0.15615314262486663,13197.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Tennessee,2008.0,15.0,8005.03048465191,6407.997346076095,143418126.16302362,114805680.45229931,791.0,17014.0,0.00971756409783904,0.21098187048932318,17916.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Tennessee,2009.0,16.5,8016.853856209183,6287.447607021745,147221504.21542543,115462687.85534732,666.0,17568.0,0.008174286590978828,0.21574358344590447,18364.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Tennessee,2010.0,16.7,7899.893610768357,6173.826857100103,145121045.6298147,113413199.36492889,649.0,17603.0,0.007876309178509448,0.21572303921568628,18370.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
Tennessee,2011.0,16.3,7887.679191680219,6226.006918359016,145551344.12407508,114888505.66447891,644.0,17697.0,0.007764930007113834,0.21477202393232928,18453.0,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,9,Yes,Yes
